palabra,idioma
sobre,euskara
la,euskara
Cuenca,euskara
del,euskara
Ebro).,euskara
(Noiz,euskara
kontsultatua:,euskara
2018-11-28),euskara
.,euskara
↑,euskara
"Solís-Espallargas,",euskara
Carmen.,euskara
(2018).,euskara
«Inclusión,euskara
del,euskara
enfoque,euskara
de,euskara
género,euskara
en,euskara
la,euskara
enseñanza,euskara
de,euskara
las,euskara
ciencias,euskara
mediante,euskara
el,euskara
estudio,euskara
de,euskara
biografías,euskara
de,euskara
mujeres,euskara
científicas»,euskara
Revista,euskara
Eureka,euskara
sobre,euskara
enseñanza,euskara
y,euskara
divulgación,euskara
de,euskara
las,euskara
ciencias.,euskara
15,euskara
(3):,euskara
1–14.,euskara
doi,euskara
:,euskara
10.25267/rev_eureka_ensen_divulg_cienc.2018.v15.i3.3602,euskara
.,euskara
ISSN,euskara
1697-011X,euskara
.,euskara
(Noiz,euskara
kontsultatua:,euskara
2018-11-28),euskara
.,euskara
↑,euskara
Limits,euskara
of,euskara
Oceans,euskara
and,euskara
"Seas,",euskara
3rd,euskara
edition,euskara
+,euskara
corrections.,euskara
International,euskara
Hydrographic,euskara
"Organization,",euskara
42,euskara
or.,euskara
.,euskara
↑,euskara
(Frantsesez),euskara
Euskal,euskara
kostaldea,euskara
(Hondartzak,euskara
eta,euskara
irlak),euskara
↑,euskara
"Lobera,",euskara
Joseba.,euskara
(2009-10-5).,euskara
«Una,euskara
pirámide,euskara
sobre,euskara
Navarra»,euskara
El,euskara
Correo,euskara
.,euskara
↑,euskara
Euskal-Herria.org,euskara
:,euskara
Euskal,euskara
Herriko,euskara
mendiei,euskara
buruzko,euskara
webgunea.,euskara
↑,euskara
a,euskara
b,euskara
«Naturaren,euskara
babesaren,euskara
egoera,euskara
Euskal,euskara
Herrian,euskara
-,euskara
Zientzia.eus»,euskara
zientzia.eus,euskara
(Noiz,euskara
kontsultatua:,euskara
2019-11-12),euskara
.,euskara
↑,euskara
«Historian,euskara
atzera,euskara
baso,euskara
bila,euskara
-,euskara
Zientzia.eus»,euskara
zientzia.eus,euskara
(Noiz,euskara
kontsultatua:,euskara
2019-11-12),euskara
.,euskara
↑,euskara
(Gaztelaniaz),euskara
Navarra:,euskara
Hidrografía.,euskara
Auñamendi,euskara
eusko,euskara
entziklopedia,euskara
(Noiz,euskara
kontsultatua:,euskara
2010-10-22),euskara
.,euskara
↑,euskara
Ebroko,euskara
Konfederazio,euskara
Hidrografikoa,euskara
↑,euskara
Sandre,euskara
datu-basea:,euskara
Adour,euskara
↑,euskara
Languages,euskara
in,euskara
prehistoric,euskara
Europe.,euskara
Winter,euskara
2003,euskara
ISBN,euskara
3825314499,euskara
.,euskara
PMC,euskara
52271113,euskara
.,euskara
(Noiz,euskara
kontsultatua:,euskara
2019-11-03),euskara
.,euskara
↑,euskara
"Lorrio,",euskara
Alberto;,euskara
"Zapatero,",euskara
Gonzalo.,euskara
(2005-02-01).,euskara
«The,euskara
Celts,euskara
in,euskara
Iberia:,euskara
An,euskara
Overview»,euskara
e-Keltoi:,euskara
Journal,euskara
of,euskara
Interdisciplinary,euskara
Celtic,euskara
Studies,euskara
6,euskara
(1),euskara
ISSN,euskara
1540-4889,euskara
.,euskara
(Noiz,euskara
kontsultatua:,euskara
2019-11-03),euskara
.,euskara
↑,euskara
«Euskararen,euskara
muga,euskara
historikoak,euskara
[Sareko,euskara
Euskal,euskara
Gramatika,euskara
»],euskara
www.ehu.eus,euskara
(Noiz,euskara
kontsultatua:,euskara
2019-11-03),euskara
.,euskara
↑,euskara
"Nationalism,",euskara
"politics,",euskara
and,euskara
the,euskara
practice,euskara
of,euskara
archaeology.,euskara
Cambridge,euskara
University,euskara
Press,euskara
1995,euskara
ISBN,euskara
0521480655,euskara
.,euskara
PMC,euskara
32012913,euskara
.,euskara
(Noiz,euskara
kontsultatua:,euskara
2019-11-03),euskara
.,euskara
↑,euskara
(Ingelesez),euskara
"Lorblanchet,",euskara
Michel;,euskara
"Marquet,",euskara
Jean-Claude.,euskara
(2003/12).,euskara
«A,euskara
Neanderthal,euskara
face?,euskara
The,euskara
proto-figurine,euskara
from,euskara
La,euskara
"Roche-Cotard,",euskara
Langeais,euskara
"(Indreet-Loire,",euskara
France)»,euskara
Antiquity,euskara
77,euskara
(298):,euskara
661–670.,euskara
doi,euskara
:,euskara
10.1017/S0003598X00061627,euskara
.,euskara
ISSN,euskara
0003-598X,euskara
.,euskara
(Noiz,euskara
kontsultatua:,euskara
2019-09-22),euskara
.,euskara
↑,euskara
(Ingelesez),euskara
"Zilhão,",euskara
João;,euskara
"Weniger,",euskara
Gerd-Christian;,euskara
"Ramos-Muñoz,",euskara
José;,euskara
"Lorblanchet,",euskara
Michel;,euskara
"Balbín,",euskara
Rodrigo,euskara
de;,euskara
"Collado,",euskara
Hipolito;,euskara
"Cantalejo-Duarte,",euskara
Pedro;,euskara
"Alcolea-González,",euskara
Javier,euskara
et,euskara
al,euskara
..,euskara
(2018-07).,euskara
«Dates,euskara
for,euskara
Neanderthal,euskara
art,euskara
and,euskara
symbolic,euskara
behaviour,euskara
are,euskara
reliable»,euskara
Nature,euskara
Ecology,euskara
&,euskara
Evolution,euskara
2,euskara
(7):,euskara
1044–1045.,euskara
doi,euskara
:,euskara
10.1038/s41559-018-0598-z,euskara
.,euskara
ISSN,euskara
2397-334X,euskara
.,euskara
(Noiz,euskara
kontsultatua:,euskara
2019-09-22),euskara
.,euskara
↑,euskara
"Lartzanguren,",euskara
Edu.,euskara
«Azken,euskara
euskal,euskara
neanderthalen,euskara
DNAren,euskara
bila»,euskara
Berria,euskara
(Noiz,euskara
kontsultatua:,euskara
2019-09-22),euskara
.,euskara
↑,euskara
«SkoglundMathieson2018_Ancient_human_genomics_uncorrected_proof.pdf»,euskara
Google,euskara
Docs,euskara
(Noiz,euskara
kontsultatua:,euskara
2019-11-15),euskara
.,euskara
↑,euskara
(Ingelesez),euskara
"Zimmer,",euskara
Carl.,euskara
(2015-06-10).,euskara
«DNA,euskara
Deciphers,euskara
Roots,euskara
of,euskara
Modern,euskara
Europeans»,euskara
The,euskara
New,euskara
York,euskara
Times,euskara
ISSN,euskara
0362-4331,euskara
.,euskara
(Noiz,euskara
kontsultatua:,euskara
2019-11-15),euskara
.,euskara
↑,euskara
(Ingelesez),euskara
Mystery,euskara
ancestral,euskara
'tribe',euskara
revealed.,euskara
2015-11-16,euskara
(Noiz,euskara
kontsultatua:,euskara
2019-11-15),euskara
.,euskara
↑,euskara
Truchuelo,euskara
"García,",euskara
Susana..,euskara
(2003).,euskara
Euskal,euskara
Herriko,euskara
Historia.,euskara
Ibaizabal,euskara
Edelvives,euskara
ISBN,euskara
8483257459,euskara
.,euskara
PMC,euskara
54370843,euskara
.,euskara
(Noiz,euskara
kontsultatua:,euskara
2019-11-15),euskara
.,euskara
↑,euskara
«Estrabón.,euskara
Libro,euskara
III.»,euskara
www.unizar.es,euskara
(Noiz,euskara
kontsultatua:,euskara
2018-07-12),euskara
.,euskara
[,euskara
Betiko,euskara
hautsitako,euskara
esteka,euskara
],euskara
↑,euskara
(Latinez),euskara
«Plinio,euskara
"Zaharra,",euskara
Naturalis,euskara
"Historia,",euskara
liber,euskara
"iii,",euskara
chapter,euskara
29»,euskara
www.perseus.tufts.edu,euskara
(Noiz,euskara
kontsultatua:,euskara
2018-07-12),euskara
.,euskara
↑,euskara
"Santos,",euskara
J;,euskara
"Emborujo,",euskara
Amalia;,euskara
Ortiz,euskara
de,euskara
"Urbina,",euskara
E.,euskara
(1992-01-01).,euskara
«Reconstrucción,euskara
paleogeográfica,euskara
de,euskara
"autrigones,",euskara
caristios,euskara
y,euskara
várdulos»,euskara
Complutum,euskara
"2-3,",euskara
1992:,euskara
449-468.,euskara
ISSN,euskara
1131-6993,euskara
.,euskara
(Noiz,euskara
kontsultatua:,euskara
2018-07-12),euskara
.,euskara
↑,euskara
www.inakiinarra.com.,euskara
«Euskalkiak,euskara
-,euskara
Euskalkien,euskara
Jatorria»,euskara
euskalkiak.eus,euskara
(Noiz,euskara
kontsultatua:,euskara
2018-07-12),euskara
.,euskara
[,euskara
Betiko,euskara
hautsitako,euskara
esteka,euskara
],euskara
↑,euskara
Berria.eus.,euskara
«Baskoniako,euskara
ipuin,euskara
bat»,euskara
Berria,euskara
(Noiz,euskara
kontsultatua:,euskara
2018-07-13),euskara
.,euskara
↑,euskara
(Ingelesez),euskara
«e-Keltoi:,euskara
Volume,euskara
"6,",euskara
The,euskara
Celts,euskara
in,euskara
Iberia:,euskara
An,euskara
"Overview,",euskara
by,euskara
Lorrio,euskara
and,euskara
Ruiz,euskara
Zapatero»,euskara
www4.uwm.edu,euskara
(Noiz,euskara
kontsultatua:,euskara
2018-07-12),euskara
.,euskara
↑,euskara
(Gaztelaniaz),euskara
"SL,",euskara
DiCom,euskara
Medios.,euskara
«Gran,euskara
Enciclopedia,euskara
Aragonesa,euskara
Online»,euskara
Enciclopedia,euskara
Aragonesa,euskara
(Noiz,euskara
kontsultatua:,euskara
2018-07-12),euskara
.,euskara
↑,euskara
«Euskararen,euskara
muga,euskara
historikoak,euskara
[Sareko,euskara
Euskal,euskara
Gramatika,euskara
»],euskara
www.ehu.eus,euskara
(Noiz,euskara
kontsultatua:,euskara
2018-07-13),euskara
.,euskara
↑,euskara
(Gaztelaniaz),euskara
Vallejo,euskara
"Ruiz,",euskara
José,euskara
María.,euskara
(2009).,euskara
«Viejas,euskara
y,euskara
nuevas,euskara
cuestiones,euskara
de,euskara
lengua,euskara
en,euskara
el,euskara
occidente,euskara
peninsular:,euskara
el,euskara
Lusitano,euskara
y,euskara
la,euskara
onomástica»,euskara
Palaeohispanica,euskara
9:,euskara
271-289.,euskara
ISSN,euskara
1578-5386,euskara
.,euskara
.,euskara
↑,euskara
a,euskara
b,euskara
c,euskara
(Ingelesez),euskara
"Collins,",euskara
Roger.,euskara
(1990).,euskara
The,euskara
Basques.,euskara
Basil,euskara
"Blackwell,",euskara
82-98,euskara
or.,euskara
ISBN,euskara
0-631--17565-2,euskara
.,euskara
.,euskara
↑,euskara
Lopez,euskara
de,euskara
"Luzuriaga,",euskara
Iñaki.,euskara
(2016).,euskara
Euskaldunak,euskara
eta,euskara
karolingiar,euskara
iraultza:,euskara
Akitania,euskara
eta,euskara
Baskonian,euskara
barrena.,euskara
Udako,euskara
Euskal,euskara
"Unibertsitatea,",euskara
41-58,euskara
or.,euskara
ISBN,euskara
[[Special:BookSources/,euskara
ISBN,euskara
978-84-8438-591-2,euskara
|,euskara
ISBN,euskara
978-84-8438-591-2,euskara
]].,euskara
.,euskara
↑,euskara
Lopez,euskara
de,euskara
"Luzuriaga,",euskara
Iñaki.,euskara
(2016).,euskara
Euskaldunak,euskara
eta,euskara
karolingiar,euskara
iraultza:,euskara
Akitania,euskara
eta,euskara
Baskonian,euskara
barrena.,euskara
Udako,euskara
Euskal,euskara
"Unibertsitatea,",euskara
85-120,euskara
or.,euskara
ISBN,euskara
978-84-8438-591-2,euskara
.,euskara
.,euskara
↑,euskara
"Urzainki,",euskara
Tomas.,euskara
(2004).,euskara
«Antso,euskara
III.a,euskara
Nagusia,euskara
eta,euskara
Baskonia,euskara
musulmana»,euskara
Euskal,euskara
Herria,euskara
XI.,euskara
mendean:,euskara
Antso,euskara
III.a,euskara
Nagusiaren,euskara
erregealdia,euskara
(1004-1035).,euskara
"Nabarralde/Pamiela,",euskara
123-135,euskara
or.,euskara
ISBN,euskara
84-7681-413-5,euskara
.,euskara
.,euskara
↑,euskara
"Goyhenetche,",euskara
Manex.,euskara
(2004).,euskara
«Ipar,euskara
Euskal,euskara
Herria,euskara
Antso,euskara
Nagusiaren,euskara
garaian»,euskara
Euskal,euskara
Herria,euskara
XI.,euskara
mendean:,euskara
Antso,euskara
III.a,euskara
Nagusiaren,euskara
erregealdia,euskara
(1004-1035).,euskara
"Nabarralde/Pamiela,",euskara
77-121,euskara
or.,euskara
ISBN,euskara
84-7681-413-5,euskara
.,euskara
.,euskara
↑,euskara
a,euskara
b,euskara
(Ingelesez),euskara
"Collins,",euskara
Roger.,euskara
(1990).,euskara
The,euskara
Basques.,euskara
Basil,euskara
"Blackwell,",euskara
180-210,euskara
or.,euskara
ISBN,euskara
0-631--17565-2,euskara
.,euskara
.,euskara
↑,euskara
(Gaztelaniaz),euskara
"Lacarra,",euskara
Jose,euskara
María.,euskara
(1975).,euskara
Historia,euskara
del,euskara
Reino,euskara
de,euskara
Navarra,euskara
en,euskara
la,euskara
Edad,euskara
Media.,euskara
Caja,euskara
de,euskara
Ahorros,euskara
de,euskara
"Navarra,",euskara
65-74,euskara
or.,euskara
.,euskara
↑,euskara
(Gaztelaniaz),euskara
Micaela,euskara
Portilla,euskara
(1991).,euskara
Una,euskara
ruta,euskara
europea.,euskara
Por,euskara
"Álava,",euskara
a,euskara
Compostela.,euskara
Del,euskara
paso,euskara
de,euskara
San,euskara
"Adrián,",euskara
al,euskara
Ebro,euskara
",",euskara
Arabako,euskara
Foru,euskara
Aldundia.,euskara
ISBN,euskara
84-7821-066-0,euskara
.,euskara
218-219.,euskara
or.,euskara
↑,euskara
(Gaztelaniaz),euskara
Orella,euskara
"Unzue,",euskara
José,euskara
Luis.,euskara
(2001).,euskara
«Relaciones,euskara
medievales,euskara
entre,euskara
Gascuña,euskara
y,euskara
Guipúzcoa:,euskara
la,euskara
diócesis,euskara
de,euskara
Pamplona,euskara
y,euskara
de,euskara
Bayona»,euskara
Azkoaga.,euskara
Eusko,euskara
"Ikaskuntza,",euskara
93-212,euskara
or.,euskara
ISBN,euskara
84-8419-934-7,euskara
.,euskara
.,euskara
↑,euskara
a,euskara
b,euskara
(Ingelesez),euskara
"Collins,",euskara
Roger.,euskara
(1990).,euskara
The,euskara
Basques.,euskara
Basil,euskara
"Blackwell,",euskara
211-254,euskara
or.,euskara
ISBN,euskara
0-631-17565-2,euskara
.,euskara
.,euskara
↑,euskara
(Gaztelaniaz),euskara
"Lacarra,",euskara
Jose,euskara
María.,euskara
(1972).,euskara
Historia,euskara
política,euskara
del,euskara
Reino,euskara
de,euskara
Navarra,euskara
desde,euskara
sus,euskara
orígenes,euskara
hasta,euskara
su,euskara
incorporación,euskara
a,euskara
Castilla.,euskara
Aranzadi/Caja,euskara
de,euskara
Ahorros,euskara
de,euskara
"Navzelearra,",euskara
90-124,euskara
or.,euskara
.,euskara
↑,euskara
a,euskara
b,euskara
(Gaztelaniaz),euskara
"Lacarra,",euskara
Jose,euskara
María.,euskara
(1972).,euskara
Historia,euskara
política,euskara
del,euskara
Reino,euskara
de,euskara
Navarra,euskara
desde,euskara
sus,euskara
orígenes,euskara
hasta,euskara
su,euskara
incorporación,euskara
a,euskara
Castilla.,euskara
Aranzadi/Caja,euskara
de,euskara
Ahorros,euskara
de,euskara
"Navarra,",euskara
125-230,euskara
or.,euskara
.,euskara
↑,euskara
(Gaztelaniaz),euskara
Micaela,euskara
Portilla,euskara
(1991).,euskara
Una,euskara
ruta,euskara
europea.,euskara
Por,euskara
"Álava,",euskara
a,euskara
Compostela.,euskara
Del,euskara
paso,euskara
de,euskara
San,euskara
"Adrián,",euskara
al,euskara
Ebro,euskara
",",euskara
Arabako,euskara
Foru,euskara
Aldundia.,euskara
ISBN,euskara
84-7821-066-0,euskara
.,euskara
13.,euskara
or.,euskara
↑,euskara
(Italieraz),euskara
«Ferdinando,euskara
il,euskara
Cattolico,euskara
II,euskara
re,euskara
d'Aragona,euskara
nell'Enciclopedia,euskara
Treccani»,euskara
www.treccani.it,euskara
(Noiz,euskara
kontsultatua:,euskara
2019-11-26),euskara
.,euskara
↑,euskara
a,euskara
b,euskara
(Gaztelaniaz),euskara
"Monreal,",euskara
Gregorio;,euskara
"Jimeno,",euskara
Roldán.,euskara
(2012).,euskara
Conquista,euskara
e,euskara
incorporación,euskara
del,euskara
reino,euskara
de,euskara
Navarra,euskara
a,euskara
Castilla.,euskara
"Pamiela,",euskara
9-24,euskara
or.,euskara
ISBN,euskara
978-84-7681-736-0,euskara
.,euskara
.,euskara
↑,euskara
(Gaztelaniaz),euskara
Esarte,euskara
"Muniain,",euskara
Pedro.,euskara
(2001).,euskara
"Navarra,",euskara
1512-1530.,euskara
"Pamiela,",euskara
61-144,euskara
or.,euskara
ISBN,euskara
84-7681-340-6,euskara
.,euskara
.,euskara
↑,euskara
(Gaztelaniaz),euskara
Esarte,euskara
"Muniain,",euskara
Pedro.,euskara
(2001).,euskara
"Navarra,",euskara
1512-1530.,euskara
"Pamiela,",euskara
320-342,euskara
or.,euskara
ISBN,euskara
84-7681-340-6,euskara
.,euskara
.,euskara
↑,euskara
(Gaztelaniaz),euskara
Esarte,euskara
"Muniain,",euskara
Pedro.,euskara
(2001).,euskara
"Navarra,",euskara
1512-1530.,euskara
"Pamiela,",euskara
686-716,euskara
or.,euskara
ISBN,euskara
84-7681-340-6,euskara
.,euskara
.,euskara
↑,euskara
(Gaztelaniaz),euskara
Urzainqui,euskara
"Mina,",euskara
Tomas.,euskara
(2013).,euskara
«La,euskara
independencia,euskara
de,euskara
Navarra,euskara
en,euskara
los,euskara
tratados,euskara
"internacionales,",euskara
durante,euskara
la,euskara
Reforma,euskara
europea,euskara
del,euskara
siglo,euskara
XVI»,euskara
La,euskara
conquista,euskara
de,euskara
Navarra,euskara
y,euskara
la,euskara
Reforma,euskara
europea.,euskara
"Pamiela,",euskara
15-32,euskara
or.,euskara
.,euskara
↑,euskara
a,euskara
b,euskara
"STM,",euskara
San,euskara
Telmo,euskara
Museoa:,euskara
Gida.,euskara
San,euskara
Telmo,euskara
"Museoa,",euskara
"SA,",euskara
51-58,euskara
or.,euskara
ISBN,euskara
978-84-616-7843-3,euskara
.,euskara
.,euskara
↑,euskara
«The,euskara
century,euskara
of,euskara
the,euskara
basques,euskara
:,euskara
their,euskara
invluence,euskara
in,euskara
the,euskara
geograhy,euskara
of,euskara
the,euskara
1500's,euskara
/,euskara
Craig,euskara
S.,euskara
Campbell»,euskara
www.ingeba.org,euskara
(Noiz,euskara
kontsultatua:,euskara
2019-11-17),euskara
.,euskara
↑,euskara
(Gaztelaniaz),euskara
"Azpiazu,",euskara
José,euskara
Antonio.,euskara
(2015).,euskara
Y,euskara
los,euskara
vascos,euskara
se,euskara
echaron,euskara
al,euskara
mar.,euskara
"Ttarttalo,",euskara
110-136,euskara
or.,euskara
ISBN,euskara
978-84-9843-649-5,euskara
.,euskara
.,euskara
↑,euskara
Artola,euskara
"(ed.),",euskara
Miguel.,euskara
(2001).,euskara
Donostiaren,euskara
historia.,euskara
Donostia:,euskara
Donostiako,euskara
"Udala,",euskara
52-54,euskara
or.,euskara
ISBN,euskara
84-89569-56-8,euskara
.,euskara
.,euskara
[,euskara
Betiko,euskara
hautsitako,euskara
esteka,euskara
],euskara
↑,euskara
"Arbex,",euskara
Juan,euskara
Carlos.,euskara
(2016).,euskara
«Los,euskara
bacalaos,euskara
y,euskara
el,euskara
Tratado,euskara
de,euskara
Utrecht:,euskara
un,euskara
conflicto,euskara
entre,euskara
potencias,euskara
con,euskara
el,euskara
peor,euskara
desenlace»,euskara
Itsas,euskara
Memoria,euskara
(Donostia),euskara
8:,euskara
782-787.,euskara
.,euskara
↑,euskara
(Gaztelaniaz),euskara
"Jimeno,",euskara
Roldan.,euskara
(2014).,euskara
«El,euskara
Consejo,euskara
Real,euskara
de,euskara
Navarra,euskara
y,euskara
el,euskara
"euskera,",euskara
a,euskara
la,euskara
luz,euskara
de,euskara
un,euskara
proceso,euskara
de,euskara
mediados,euskara
del,euskara
siglo,euskara
XVII»,euskara
El,euskara
euskera,euskara
en,euskara
las,euskara
altas,euskara
instituciones,euskara
del,euskara
gobierno,euskara
a,euskara
través,euskara
de,euskara
la,euskara
historia,euskara
/,euskara
Euskara,euskara
gobernuko,euskara
goi,euskara
erakundetan,euskara
historian,euskara
zehar.,euskara
"Pamiela,",euskara
58-85,euskara
or.,euskara
ISBN,euskara
978-84-7681-867-1,euskara
.,euskara
.,euskara
↑,euskara
"Agirreazkuenaga,",euskara
Joseba.,euskara
(2012-03-18).,euskara
«Onartu,euskara
al,euskara
zen,euskara
Euskal,euskara
Herrian?»,euskara
Argia,euskara
(Noiz,euskara
kontsultatua:,euskara
2019-11-12),euskara
.,euskara
↑,euskara
(Gaztelaniaz),euskara
"Morlán,",euskara
Pablo,euskara
Díaz.,euskara
(2002).,euskara
Los,euskara
Ybarra:,euskara
una,euskara
dinastía,euskara
de,euskara
"empresarios,",euskara
1801-2001.,euskara
Marcial,euskara
Pons,euskara
"Historia,",euskara
36-96,euskara
or.,euskara
ISBN,euskara
978-84-95379-43-6,euskara
.,euskara
(Noiz,euskara
kontsultatua:,euskara
2019-11-20),euskara
.,euskara
↑,euskara
a,euskara
b,euskara
"Irujo,",euskara
X.,euskara
"2012,",euskara
382-390.,euskara
or.,euskara
↑,euskara
"Irujo,",euskara
X.,euskara
"2012,",euskara
418-419.,euskara
or.,euskara
↑,euskara
"Uriarte,",euskara
J.L.,euskara
"2015,",euskara
53-54.,euskara
or.,euskara
↑,euskara
"STM,",euskara
San,euskara
Telmo,euskara
Museoa:,euskara
Gida.,euskara
San,euskara
Telmo,euskara
"Museoa,",euskara
"SA,",euskara
62-109,euskara
or.,euskara
ISBN,euskara
978-84-616-7843-3,euskara
.,euskara
.,euskara
↑,euskara
"Uriarte,",euskara
J.L.,euskara
"2015,",euskara
88,euskara
.,euskara
or.,euskara
↑,euskara
a,euskara
b,euskara
c,euskara
(Ingelesez),euskara
"Watson,",euskara
Cameron.,euskara
(2003).,euskara
Modern,euskara
Basque,euskara
History.,euskara
Center,euskara
for,euskara
Basque,euskara
Studies,euskara
-,euskara
University,euskara
of,euskara
"Nevada,",euskara
"Reno,",euskara
104-203,euskara
or.,euskara
ISBN,euskara
1-877802-16-6,euskara
.,euskara
.,euskara
↑,euskara
a,euskara
b,euskara
"Elorza,",euskara
Antonio.,euskara
(April,euskara
1978).,euskara
«De,euskara
los,euskara
Fueros,euskara
a,euskara
la,euskara
Dictadura»,euskara
Historia,euskara
16.,euskara
",",euskara
84–101,euskara
or.,euskara
ISSN,euskara
0210-6353,euskara
.,euskara
.,euskara
↑,euskara
a,euskara
b,euskara
"Uriarte,",euskara
Jose,euskara
Luis.,euskara
(2015).,euskara
El,euskara
Concierto,euskara
Económico;,euskara
Una,euskara
Visión,euskara
Personal.,euskara
"Publitas,",euskara
107-118,euskara
or.,euskara
(Noiz,euskara
kontsultatua:,euskara
2019-11-16),euskara
.,euskara
↑,euskara
a,euskara
b,euskara
"STM,",euskara
San,euskara
Telmo,euskara
Museoa:,euskara
Gida.,euskara
San,euskara
Telmo,euskara
"Museoa,",euskara
"SA,",euskara
106-124,euskara
or.,euskara
ISBN,euskara
978-84-616-7843-3,euskara
.,euskara
.,euskara
↑,euskara
Iñaki,euskara
EGAÑA,euskara
:,euskara
«Mort,euskara
pour,euskara
la,euskara
"patrie»,",euskara
Berria,euskara
",",euskara
2011-11-06.,euskara
↑,euskara
Eneko,euskara
BIDEGAIN,euskara
:,euskara
«Euskaldunak,euskara
frantsestu,euskara
zituen,euskara
gerla»,euskara
[,euskara
Betiko,euskara
hautsitako,euskara
esteka,euskara
],euskara
",",euskara
Berria,euskara
",",euskara
2008-11-11.,euskara
↑,euskara
Euskaldunak,euskara
Bigarren,euskara
Mundu,euskara
Gerran.,euskara
EuskoMedia,euskara
Fundazioa,euskara
.,euskara
↑,euskara
"Watson,",euskara
Cameron.,euskara
(2003).,euskara
Modern,euskara
Basque,euskara
History:,euskara
Eighteenth,euskara
Century,euskara
to,euskara
the,euskara
Present.,euskara
University,euskara
of,euskara
"Nevada,",euskara
Center,euskara
for,euskara
Basque,euskara
"Studies,",euskara
308,euskara
or.,euskara
ISBN,euskara
1-877802-16-6,euskara
.,euskara
.,euskara
↑,euskara
(Ingelesez),euskara
Anonymous.,euskara
(2016-06-16).,euskara
«Europe,euskara
without,euskara
frontiers»,euskara
European,euskara
Union,euskara
(Noiz,euskara
kontsultatua:,euskara
2019-11-15),euskara
.,euskara
↑,euskara
a,euskara
b,euskara
Biztanleria,euskara
osoa.Herrialdeak,euskara
(XLSX).,euskara
"Gaindegia,",euskara
gaindegia.eus,euskara
(Noiz,euskara
kontsultatua:,euskara
2023-2-17),euskara
.,euskara
↑,euskara
a,euskara
b,euskara
c,euskara
Iñaki,euskara
"Petxarroman,",euskara
«Euskal,euskara
herritar,euskara
ez,euskara
"ezik,",euskara
espainiar,euskara
edo,euskara
frantziar,euskara
ere,euskara
sentitzen,euskara
da,euskara
gehiengoa»,euskara
",",euskara
Berria,euskara
",",euskara
2014-10-05,euskara
↑,euskara
"Goikoetxea,",euskara
Garikoitz.,euskara
«Lau,euskara
herritarretik,euskara
"bat,",euskara
kanpoan,euskara
jaioa»,euskara
Berria,euskara
(Noiz,euskara
kontsultatua:,euskara
2019-08-06),euskara
.,euskara
↑,euskara
«Udalerrien,euskara
erdiak,euskara
biztanleria,euskara
galdu,euskara
du,euskara
azken,euskara
hamarkadan,euskara
|,euskara
Gaindegia»,euskara
www.gaindegia.eus,euskara
(Noiz,euskara
kontsultatua:,euskara
2019-11-19),euskara
.,euskara
↑,euskara
(Gaztelaniaz),euskara
INEren,euskara
webgune,euskara
ofiziala.,euskara
↑,euskara
(Frantsesez),euskara
INSEEren,euskara
webgune,euskara
ofiziala.,euskara
↑,euskara
(Frantsesez),euskara
Institut,euskara
national,euskara
de,euskara
la,euskara
statistique,euskara
et,euskara
des,euskara
études,euskara
économiques:,euskara
[2],euskara
.,euskara
2018.06.28,euskara
↑,euskara
(Gaztelaniaz),euskara
Instituto,euskara
Nacional,euskara
de,euskara
Estadística:,euskara
Cifras,euskara
oficiales,euskara
de,euskara
población,euskara
.,euskara
2016.01.01.,euskara
↑,euskara
Frank,euskara
Dolosor:,euskara
'Bi,euskara
milioi,euskara
okzitaniar,euskara
hiztun,euskara
"daude,",euskara
baina,euskara
sakabanatuak'.,euskara
(Noiz,euskara
kontsultatua:,euskara
2019-11-13),euskara
.,euskara
↑,euskara
"Beloki,",euskara
Ekhi,euskara
Erremundegi.,euskara
«Indar,euskara
berri,euskara
baten,euskara
xerka»,euskara
Berria,euskara
(Noiz,euskara
kontsultatua:,euskara
2019-11-13),euskara
.,euskara
↑,euskara
«Hizkuntzak,euskara
-,euskara
101L»,euskara
101l.ahotsak.eus,euskara
(Noiz,euskara
kontsultatua:,euskara
2019-11-13),euskara
.,euskara
↑,euskara
«101L,euskara
-,euskara
Euskal,euskara
Herriko,euskara
101,euskara
ele,euskara
-,euskara
Ahotsak.eus»,euskara
ahotsak.eus,euskara
(Noiz,euskara
kontsultatua:,euskara
2019-11-13),euskara
.,euskara
↑,euskara
«Euskarak,euskara
223.000,euskara
hiztun,euskara
irabazi,euskara
ditu,euskara
azken,euskara
25,euskara
urtean»,euskara
Euskal,euskara
Irrati,euskara
Telebista,euskara
(Noiz,euskara
kontsultatua:,euskara
2019-11-13),euskara
.,euskara
↑,euskara
"Goikoetxea,",euskara
Garikoitz.,euskara
«Euskararen,euskara
erabilera,euskara
jaitsi,euskara
egin,euskara
da,euskara
kalean»,euskara
Berria,euskara
(Noiz,euskara
kontsultatua:,euskara
2019-11-13),euskara
.,euskara
↑,euskara
«Araba,euskara
euskararen,euskara
lurralde,euskara
peto-petoa»,euskara
[,euskara
Betiko,euskara
hautsitako,euskara
esteka,euskara
],euskara
",",euskara
Euskaraba,euskara
",",euskara
2010-02-25.,euskara
↑,euskara
Koldo,euskara
Zuazo,euskara
"(2007),",euskara
«Euskalkien,euskara
jatorriaz,euskara
eta,euskara
bilakaeraz»,euskara
",",euskara
Berria,euskara
",",euskara
2007-12-09.,euskara
↑,euskara
Unai,euskara
Brea,euskara
